track.name,album_name,album_type,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist
"Arcángel: Bzrp Music Sessions, Vol. 54","Arcángel: Bzrp Music Sessions, Vol. 54",single,87.0,0.716,0.78,11,-3.495,0.297,0.55,0.0,0.146,0.786,123.856,Bizarrap
Area Codes,Area Codes,single,87.0,0.823,0.388,1,-10.867,0.491,0.0187,0.0,0.0876,0.507,154.569,Kali
Arena y Sal,Arena y Sal,single,73.0,0.722,0.782,5,-5.963,0.0524,0.598,0.00165,0.124,0.762,117.996,Omar Montes
Armee der Tristen,Zeit,album,71.0,0.447,0.901,2,-5.397,0.0491,0.000415,0.000103,0.225,0.334,86.01,Rammstein
Arranca (feat. Omega),Arranca (feat. Omega),single,83.0,0.931,0.793,0,-4.666,0.133,0.0378,4.63e-06,0.0748,0.856,117.999,Becky G
As If It's Your Last,As If It's Your Last,single,80.0,0.786,0.852,8,-2.687,0.0813,0.0687,0.0,0.0759,0.455,125.036,BLACKPINK
As It Was,Harry's House,album,92.0,0.52,0.731,6,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,Harry Styles
As Long as You Love Me,Backstreet Boys,album,63.0,0.775,0.816,0,-5.534,0.0281,0.164,0.0,0.126,0.753,98.219,Backstreet Boys
Asal Mein,Asal Mein,single,76.0,0.656,0.551,8,-6.43,0.0299,0.721,1.26e-06,0.0947,0.329,114.106,Darshan Raval
Asheqi,Asheqi,single,23.0,0.603,0.624,11,-6.545,0.0503,0.717,1.59e-06,0.104,0.44,142.045,Jawid Sharif
Ashiq Bemanim,Hear Me Cry,album,3.0,0.665,0.626,2,-8.488,0.0518,0.683,3.18e-06,0.0876,0.645,83.034,Arash Barez
Asir,Atashe Didar (Deluxe Edition),album,7.0,0.861,0.758,0,-4.979,0.139,0.241,0.0,0.307,0.836,105.059,Omid Parsa
Asiwaju,Asiwaju,single,78.0,0.727,0.6,8,-4.799,0.24,0.636,5.1e-06,0.106,0.754,199.796,Ruger
Asmalibrasi,Asmalibrasi,single,81.0,0.721,0.565,4,-6.208,0.0292,0.855,5.48e-06,0.0973,0.794,139.941,Soegi Bornean
Assunto Delicado - Ao Vivo,Deu Rolo In Goiânia (Ao Vivo),album,70.0,0.446,0.941,4,-4.134,0.378,0.411,0.0,0.892,0.604,75.104,Guilherme & Benuto
Astusin Sisse (feat. pluuto & Arop),Astusin Sisse (feat. pluuto & Arop),single,30.0,0.728,0.711,10,-5.31,0.252,0.206,0.0,0.109,0.832,122.143,KiROT
Así Lo Quiso Dios,DESVELADO,album,85.0,0.698,0.664,8,-4.027,0.0406,0.302,0.0,0.268,0.747,144.981,Eslabon Armado
Atashe Didar,Atashe Didar (Deluxe Edition),single,0.0,0.771,0.759,9,-4.908,0.0607,0.181,8.38e-06,0.271,0.961,104.971,Omid Parsa
Attan,Attan,single,17.0,0.576,0.482,8,-5.199,0.119,0.414,1.71e-05,0.132,0.901,134.835,Jawid Sharif
Attention,NewJeans 1st EP 'New Jeans',single,84.0,0.811,0.648,10,-3.684,0.1,0.579,0.000794,0.143,0.824,104.988,Lewin
Auf & Ab,HERZINFUCKED,album,70.0,0.719,0.426,1,-8.064,0.0792,0.391,0.00011,0.115,0.318,99.059,Montez
Auf die Party,Auf die Party,single,76.0,0.83,0.615,9,-9.064,0.251,0.119,5.7e-05,0.135,0.7,150.117,badmómzjay
Ausländer,Rammstein,album,72.0,0.681,0.912,0,-4.159,0.0912,0.000757,0.00136,0.359,0.479,125.031,Rammstein
Auto jää (feat. Käärijä),Auto jää (feat. Käärijä),single,67.0,0.499,0.886,7,-5.051,0.143,0.00294,0.0,0.167,0.273,138.055,Antti Tuisku
Autobahn,Autobahn,album,72.0,0.801,0.815,11,-6.861,0.108,0.00852,0.0203,0.313,0.629,140.013,SCH
Automatisch,FLEMMING,album,42.0,0.804,0.634,11,-5.636,0.0588,0.032,1.56e-06,0.192,0.852,122.096,FLEMMING
Ayahuasca,Ayahuasca,single,51.0,0.532,0.612,2,-8.931,0.569,0.356,0.0,0.12,0.535,47.232,Bring55
Aynen,Hermano,album,77.0,0.711,0.512,1,-11.057,0.124,0.0815,3.79e-05,0.37,0.75,148.046,Heijan
Azote - Remix,Azote (Remix),single,75.0,0.873,0.713,2,-6.595,0.182,0.194,0.0,0.299,0.587,99.964,Lolo OG
Aşkın Olayım,Ben Bazen,album,82.0,0.556,0.582,5,-8.368,0.0414,0.23,0.0,0.327,0.561,75.976,Simge
Až na měsíc,Černobílej svět,album,62.0,0.741,0.572,3,-10.405,0.0645,0.265,0.0,0.13,0.525,115.093,Viktor Sheen
"B-Day (feat. DAVI, baka®, Korelon)","B-Day (feat. DAVI, baka®, Korelon)",single,61.0,0.816,0.795,8,-7.559,0.198,0.0867,1.06e-06,0.279,0.463,97.986,vitunleija
B.O.T.A. (Baddest Of Them All) - Edit,B.O.T.A. (Baddest Of Them All),single,82.0,0.736,0.906,0,-7.589,0.048,0.164,0.585,0.106,0.698,137.001,Eliza Rose
BABY DU WEISST,MR. MISUNDERSTOOD,album,65.0,0.827,0.545,4,-6.342,0.0984,0.635,6.97e-06,0.299,0.873,141.089,reezy
BABY SAID,RUSH!,album,81.0,0.622,0.715,6,-4.04,0.0323,0.000982,0.0,0.0796,0.607,131.012,Måneskin
BAGIRA,PLAYBÁNIA,album,60.0,0.678,0.825,11,-5.422,0.299,0.194,0.0,0.694,0.51,86.11,Beton.Hofi
BANDA MĀJĀS MAMMA RĀJĀS,GANGBANG,album,8.0,0.572,0.809,6,-6.584,0.0795,0.275,0.0,0.189,0.627,128.053,BANDA BANDA
BARABAN,BARABAN,single,44.0,0.849,0.891,8,-6.352,0.218,0.0823,0.0,0.108,0.661,134.95,Johnyboy
BAYBAY,BAYBAY,single,80.0,0.724,0.569,3,-10.431,0.135,0.216,0.00232,0.152,0.775,145.009,BLOK3
BAYERN FREESTYLE,BAYERN FREESTYLE,single,67.0,0.588,0.718,2,-5.375,0.48,0.165,0.0,0.0766,0.392,75.632,Shindy
BAZOOKA,BAZOOKA,single,63.0,0.851,0.719,1,-6.906,0.127,0.655,0.00751,0.202,0.879,100.985,Ivan Greko
BEAUTY AND THE BEAST,PLANET X,album,22.0,0.43,0.544,4,-8.67,0.214,0.234,0.0,0.209,0.415,86.743,XLG OFFICIAL
BEL FINALE - the butterfly effect,Effetto notte,album,32.0,0.682,0.432,5,-11.922,0.302,0.558,0.0,0.359,0.11,104.212,Emis Killa
BELLAKITA,BELLAKITA,single,75.0,0.786,0.362,1,-7.3,0.465,0.0167,0.684,0.0932,0.611,196.024,El Jordan 23
BEM MELHOR,LITTLE LOVE (DELUXE),single,79.0,0.503,0.587,10,-5.429,0.381,0.613,0.0,0.118,0.566,70.944,MC Cabelinho
BESO,RR,single,96.0,0.768,0.644,5,-6.671,0.136,0.736,0.000837,0.173,0.53,95.05,ROSALÍA
BETTER DAYZ (feat. reezy),BETTER DAYZ (feat. reezy),single,75.0,0.836,0.532,10,-10.946,0.226,0.101,1.79e-05,0.313,0.785,93.963,Summer Cem
BIG BANG - upside down,Effetto notte,album,64.0,0.766,0.577,8,-9.462,0.163,0.221,0.0,0.0991,0.296,120.076,Emis Killa
BIG Brother,Mustafar,album,40.0,0.82,0.612,6,-6.549,0.307,0.438,0.0,0.0811,0.591,130.047,Luv Resval
BLA BLA BLA,RUSH!,album,67.0,0.735,0.729,2,-3.337,0.0782,0.016,0.0,0.159,0.88,147.018,Måneskin
BLACKOUT,BLACKOUT,album,70.0,0.563,0.572,2,-6.132,0.423,0.0651,0.0,0.0877,0.16,88.743,AK AUSSERKONTROLLE
BLESS,MDID,album,20.0,0.537,0.64,4,-7.174,0.354,0.257,0.000142,0.103,0.474,68.247,ProfJam
BLESSED,BLESSED,album,63.0,0.623,0.312,0,-18.284,0.091,0.523,0.442,0.0732,0.219,180.057,RICTA
BLONDINA,BLONDINA,single,60.0,0.706,0.753,0,-4.389,0.0562,0.162,0.00349,0.0958,0.707,88.006,ibe
BLUEBERRY,PLEŚŃ,album,32.0,0.717,0.725,6,-6.287,0.162,0.467,0.0,0.0987,0.645,119.926,Guzior
BMW,Heartbreak SZN 2,album,73.0,0.758,0.39,1,-9.799,0.0485,0.567,0.0,0.099,0.238,117.048,Because
BOLIVIA,BOLIVIA,single,63.0,0.707,0.626,8,-4.117,0.0432,0.0105,0.0,0.329,0.529,152.954,Strat
BOOMBAYAH,SQUARE ONE,single,79.0,0.661,0.836,5,-3.164,0.059,0.00268,0.0,0.497,0.396,124.952,BLACKPINK
BOSS,BOSS,single,77.0,0.844,0.516,1,-7.465,0.198,0.0102,0.000167,0.122,0.24,89.986,Tony Effe
BOTNA,"Tónhylur Akademía, Vol. 1",album,0.0,0.564,0.425,5,-13.016,0.0472,0.00886,8.66e-06,0.109,0.108,76.433,Tónhylur
BREAK MY SOUL,RENAISSANCE,album,78.0,0.693,0.887,1,-5.039,0.0795,0.0581,2.71e-06,0.27,0.864,114.942,Beyoncé
BREDA,BREDA,single,57.0,0.485,0.546,10,-11.66,0.295,0.782,0.000122,0.0768,0.777,82.061,Inkonnu
BUBBEL PÅ BALKONGEN,BUBBEL PÅ BALKONGEN,single,68.0,0.714,0.732,0,-5.357,0.174,0.662,0.0,0.105,0.72,179.951,Elov & Beny
BUBBLETEA,ROMANTIC PSYCHO,album,1.0,0.664,0.739,9,-7.207,0.207,0.541,0.0,0.139,0.438,98.091,Quebonafide
BUGATTI,BUGATTI,single,55.0,0.654,0.79,9,-6.119,0.0448,0.000229,0.0,0.311,0.499,144.916,Aerozen
BULIBA$HA,BULIBA$HA,album,57.0,0.698,0.713,7,-5.743,0.144,0.67,0.00621,0.365,0.499,138.252,RAVA
Baa Namak,Baa Namak,single,35.0,0.678,0.728,11,-6.222,0.277,0.332,5.62e-06,0.104,0.715,95.455,Aryana Sayeed
Baarishein,Baarishein,single,78.0,0.475,0.124,2,-9.463,0.0444,0.926,0.0,0.0972,0.19,94.42,Anuv Jain
"Babalik Sa'yo (from ""2 Good 2 Be True"")","Babalik Sa'yo (from ""2 Good 2 Be True"")",single,75.0,0.515,0.65,1,-7.798,0.093,0.168,0.0,0.33,0.695,157.866,Moira Dela Torre
Babblarnas vaggvisa,Babblarnas vaggvisa,single,72.0,0.299,0.234,11,-13.009,0.0321,0.828,0.000101,0.0959,0.333,186.369,Babblarna
Baby,DNK,single,73.0,0.841,0.466,0,-8.386,0.203,0.065,0.0,0.0898,0.744,110.056,Aya Nakamura
Baby Don't Hurt Me,Baby Don't Hurt Me,single,91.0,0.602,0.91,7,-3.404,0.0308,0.00126,0.000174,0.12,0.228,127.944,David Guetta
Baby Mama,Baby Mama,single,70.0,0.595,0.832,5,-5.331,0.0425,0.0345,0.0,0.149,0.243,90.475,Don Pero
Babylon,High & Hungrig 3,album,76.0,0.848,0.706,7,-7.294,0.285,0.0505,6.72e-06,0.105,0.359,96.973,Bonez MC
Bache Kabul,Bache Kabul,single,35.0,0.786,0.65,10,-8.418,0.0617,0.393,0.011,0.243,0.712,95.97,Aryana Sayeed
Back & Forth,Back & Forth,single,39.0,0.898,0.417,9,-12.665,0.302,0.0257,0.000169,0.228,0.687,106.009,Pearl Ramos
Back To You,Back To You,single,83.0,0.679,0.548,0,-7.495,0.0298,0.234,0.0,0.189,0.413,115.954,Lost Frequencies
Bad Habit,Gemini Rights,album,85.0,0.686,0.494,1,-7.093,0.0355,0.613,5.8e-05,0.402,0.7,168.946,Steve Lacy
Bad Memories (feat. Elley Duhé & FAST BOY),Bad Memories (feat. Elley Duhé & FAST BOY),single,86.0,0.607,0.767,5,-6.069,0.0474,0.118,0.0,0.122,0.662,123.998,MEDUZA
BadaBada,BadaBada,single,27.0,0.528,0.763,2,-6.568,0.0508,0.189,2.83e-06,0.276,0.418,97.994,Massi Howaida
Badakhshan,Atashe Didar (Deluxe Edition),single,0.0,0.495,0.809,1,-9.046,0.226,0.253,0.000181,0.259,0.913,179.96,Omid Parsa
Baddies & Draris,Baddies & Draris,single,60.0,0.859,0.77,5,-6.752,0.378,0.0409,0.0,0.108,0.7,118.27,Lamin
Bagchaser Can,Bagchaser Can,single,75.0,0.799,0.674,0,-8.418,0.0442,0.249,0.0244,0.149,0.11,104.974,Pashanim
Bahala Na,Bahala Na,single,77.0,0.874,0.404,11,-11.168,0.0861,0.424,0.000101,0.0959,0.762,122.001,Kenaniah
Bailando Conmigo,Bailando Conmigo,single,58.0,0.726,0.684,9,-5.953,0.0468,0.432,0.0,0.0824,0.96,79.957,Luis Vega
Bailar contigo,Elevation,album,73.0,0.833,0.777,1,-5.199,0.0592,0.347,0.23,0.0898,0.53,124.992,Black Eyed Peas
Baja Ko Pele,Baja Ko Pele,single,59.0,0.847,0.72,5,-7.066,0.0375,0.0475,0.0,0.668,0.113,112.997,Focalistic
Bakka ekki út,Bakka ekki út,single,47.0,0.789,0.505,4,-9.499,0.0611,0.143,0.0,0.126,0.322,144.933,Aron Can
Baller,Baller,single,82.0,0.711,0.702,5,-10.048,0.233,0.00487,0.0163,0.0932,0.674,180.219,Ikky
Bam Bam Bam,Bam Bam Bam,single,54.0,0.828,0.812,6,-6.309,0.197,0.433,2.17e-06,0.0919,0.652,161.027,Berechet
Bamba (feat. Aitch & BIA),Majestic,album,74.0,0.797,0.791,10,-6.281,0.33,0.119,0.0,0.113,0.828,138.026,Luciano
Banan Melon Kiwi & Citron,Banan Melon Kiwi & Citron,single,68.0,0.876,0.698,5,-9.543,0.0537,0.155,1.91e-05,0.181,0.85,130.033,Hooja
Bandana,Bandana,single,68.0,0.818,0.605,1,-7.121,0.038,0.293,0.0116,0.0696,0.366,104.931,Fireboy DML
Bandido Não Dança,Bandido Não Dança,single,80.0,0.585,0.465,9,-7.0,0.119,0.326,0.0,0.0714,0.512,85.672,Mc Paiva ZS
Banii,Banii,single,58.0,0.882,0.767,6,-4.598,0.199,0.101,0.0,0.083,0.902,160.034,Tzanca Uraganu
Bankoe Bitches,Bankoe Bitches,single,29.0,0.777,0.47,10,-12.525,0.426,0.423,0.000267,0.103,0.604,148.998,Cristian D
Bare Se På Meg,Bare Se På Meg,single,23.0,0.634,0.672,10,-8.643,0.0412,0.0315,0.000581,0.118,0.645,95.006,Linnea Lotvedt
Barra Brava,Barra Brava,single,61.0,0.752,0.868,1,-6.475,0.166,0.0331,3.75e-05,0.156,0.728,135.062,Kris Winther
Barrio,INNOCENTE,album,35.0,0.704,0.499,1,-8.262,0.242,0.143,0.00475,0.139,0.595,157.012,Baby Gang
Be Confident,Jumping Higher,single,30.0,0.74,0.866,2,-3.729,0.0782,0.00888,0.0,0.0871,0.631,124.01,SingTrece
Be Kind (with Halsey),Be Kind (with Halsey),single,76.0,0.63,0.633,4,-7.088,0.0457,0.00776,0.0,0.0541,0.452,93.995,Marshmello
Beautiful Girl,Majestic,album,69.0,0.846,0.42,11,-8.659,0.104,0.296,0.00134,0.09,0.621,139.883,Luciano
Bebe Dame,Sigan Hablando,album,85.0,0.529,0.602,7,-4.629,0.0458,0.299,0.0,0.0716,0.756,157.643,Fuerza Regida
Because Of You,Because Of You,single,77.0,0.765,0.827,5,-5.204,0.0388,0.0169,0.0,0.0972,0.578,126.555,Gustaph
Before,Before,single,27.0,0.585,0.572,2,-9.161,0.31,0.118,0.00256,0.0922,0.436,201.757,Poptain
Beggin',Chosen,album,86.0,0.714,0.8,11,-4.808,0.0504,0.127,0.0,0.359,0.589,134.002,Måneskin
Bei Nacht,Bei Nacht,single,76.0,0.833,0.691,3,-7.646,0.0617,0.183,0.00371,0.0798,0.693,119.97,RAF Camora
Bel Mercy,Bel Mercy,single,66.0,0.945,0.759,1,-5.971,0.0865,0.231,0.651,0.0989,0.688,127.024,Jengi
Belgisches Viertel,Spirit of Ecstasy,album,70.0,0.662,0.45,0,-8.163,0.385,0.289,0.00292,0.113,0.796,93.747,ART
Belki,Belki,single,77.0,0.388,0.496,1,-8.707,0.03,0.317,0.000182,0.153,0.34,183.965,Dedublüman
Bellissima,Bellissima,single,75.0,0.635,0.95,0,-2.41,0.0413,0.00985,0.0,0.0529,0.604,148.006,Annalisa
Belly Dance,Belly Dance,single,59.0,0.843,0.76,4,-6.34,0.374,0.0795,0.0,0.311,0.686,98.091,Capital Bra
Belly Dancer,Belly Dancer,single,85.0,0.845,0.797,1,-4.984,0.139,0.0582,5.57e-06,0.167,0.422,121.985,Imanbek
Bendecido,Bendecido,single,49.0,0.725,0.675,9,-9.412,0.0756,0.000486,0.0,0.129,0.205,140.09,Renzo VZ
Benden Bir Tane Daha Yok,Benden Bir Tane Daha Yok,single,72.0,0.792,0.672,11,-13.181,0.277,0.259,0.0,0.56,0.808,97.017,Hande Yener
Bentley in weiss,Bentley in weiss,single,65.0,0.811,0.669,8,-6.92,0.338,0.102,0.000472,0.0656,0.47,95.005,Capital Bra
Benz,ROADTRIP,album,62.0,0.762,0.742,2,-6.984,0.205,0.309,8.24e-06,0.223,0.789,104.063,Calin
Bença,Juliette,single,66.0,0.639,0.427,2,-10.911,0.0297,0.225,0.0,0.237,0.637,156.004,Juliette
Beroendeframkallande,Beroendeframkallande,single,72.0,0.615,0.561,2,-8.505,0.0949,0.544,0.0,0.113,0.302,79.917,Eah Jé
Bertaut,Selamat Ulang Tahun,album,79.0,0.47,0.131,6,-13.29,0.0362,0.933,0.00245,0.109,0.115,118.836,Nadin Amizah
"Besharam Rang (From ""Pathaan"")",YRF Spy Universe,single,82.0,0.773,0.795,8,-5.529,0.0415,0.0601,0.00241,0.156,0.666,116.025,Vishal-Shekhar
Besos Moja2,La Última Misión,album,87.0,0.736,0.727,5,-4.642,0.0571,0.0584,1.91e-06,0.0976,0.644,94.048,Wisin & Yandel
Best på fest,Best på fest,single,61.0,0.631,0.898,1,-5.811,0.125,0.0931,0.0,0.0559,0.948,172.149,Carina Dahl
"Bhebha (feat. Myztro, Mellow & Sleazy, QuayR Musiq & Matuteboy)","Bhebha (feat. Myztro, Mellow & Sleazy, QuayR Musiq & Matuteboy)",single,64.0,0.781,0.592,2,-12.185,0.0384,0.00196,0.137,0.688,0.382,114.011,Shaunmusiq
Bi' Tek Ben Anlarım,Bi' Tek Ben Anlarım,single,78.0,0.66,0.529,7,-10.502,0.0762,0.0828,0.00144,0.099,0.318,96.009,KÖFN
Bia Janam,Bia Janam,single,16.0,0.656,0.923,0,-6.961,0.0417,0.36,1.16e-05,0.078,0.873,111.999,Tawab Arash
Bierz do buzi,Bierz do buzi,single,40.0,0.829,0.701,5,-5.27,0.159,0.0336,0.0,0.0829,0.901,158.072,Qry
Big City Life,Big City Life,single,75.0,0.615,0.902,3,-4.316,0.0859,0.0176,3.91e-05,0.103,0.298,87.03,Luude
Big Cut,Big Cut,single,60.0,0.936,0.509,1,-7.319,0.147,0.502,0.000153,0.125,0.226,116.038,Galee Galee
Big Up Deng Dames,Big Up Deng Dames,single,4.0,0.889,0.761,6,-7.153,0.28,0.277,1.97e-05,0.146,0.933,106.956,Lord Fenda
Bills,DARK BLOOD,single,71.0,0.695,0.579,8,-5.895,0.0506,0.0435,0.0,0.134,0.347,88.98,ENHYPEN
Billy Kid,Billy Kid,single,62.0,0.764,0.582,1,-6.226,0.0592,0.25,0.038,0.111,0.496,140.032,ReTo
Billy's,Traplife,album,56.0,0.885,0.523,1,-10.071,0.459,0.434,2.81e-06,0.111,0.225,82.523,FLY LO
Bir Derdim Var,Dünya Yalan Söylüyor,album,74.0,0.586,0.89,11,-1.988,0.0369,0.012,0.00508,0.114,0.426,119.062,mor ve ötesi
Birthday,Birthday - SM STATION : NCT LAB,single,73.0,0.535,0.528,7,-5.963,0.202,0.268,0.0,0.121,0.476,191.769,TEN
Bite Me,DARK BLOOD,single,84.0,0.795,0.781,1,-4.647,0.141,0.285,0.0,0.108,0.687,104.972,ENHYPEN
Blank Space,1989 (Deluxe),album,89.0,0.76,0.703,5,-5.412,0.054,0.103,0.0,0.0913,0.57,95.997,Taylor Swift
Blaues Licht,Zukunft 1 & 2,album,73.0,0.819,0.828,8,-4.906,0.108,0.39,0.00611,0.258,0.693,144.953,RAF Camora
Blind,Blind,single,70.0,0.686,0.615,1,-6.651,0.0462,0.27,0.0,0.125,0.0739,94.872,Milano
Blinding Lights,After Hours,album,92.0,0.514,0.73,1,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,The Weeknd
Blood & Glitter,Blood & Glitter,album,56.0,0.644,0.797,9,-4.301,0.0806,0.0111,4.67e-06,0.0499,0.485,139.486,Lord Of The Lost
Blue Flame (2023 Ver.),UNFORGIVEN,album,60.0,0.771,0.747,4,-3.407,0.0455,0.023,1.47e-06,0.0706,0.762,112.046,LE SSERAFIM
Blue Hair,Death of a Party Girl,album,86.0,0.751,0.72,4,-6.376,0.0303,0.554,0.0497,0.258,0.884,135.73,TV Girl
Blue Iguana,5D,album,65.0,0.928,0.741,11,-9.145,0.256,0.178,0.202,0.33,0.264,107.972,Hawk
Blå Himmel (feat. Hans Philip),BO4L,album,60.0,0.743,0.529,3,-5.292,0.107,0.2,0.0,0.244,0.505,102.027,KESI
Boat,- (Deluxe),album,75.0,0.47,0.203,4,-8.676,0.0371,0.758,2.41e-06,0.312,0.325,153.578,Ed Sheeran
Bohongi Hati,fábula,album,78.0,0.443,0.462,3,-6.58,0.0315,0.648,0.0,0.315,0.246,130.774,Mahalini
Bolide allemand,Liens du 100,album,80.0,0.718,0.643,4,-7.473,0.16,0.441,0.0,0.113,0.645,131.825,SDM
Bolsa de Ombro,Dos Prédios Deluxe,album,73.0,0.681,0.302,9,-12.124,0.431,0.482,0.0,0.108,0.371,126.497,Veigh
Bombonzinho - Ao Vivo,"Let's Bora, Vol. 2 (Ao Vivo)",album,79.0,0.654,0.948,1,-3.672,0.0548,0.3,0.0,0.92,0.706,158.054,Israel & Rodolffo
Bon Mij,Bon Mij,single,57.0,0.882,0.585,6,-10.286,0.296,0.0597,0.0,0.19,0.641,127.981,Chivv
Bonanza (feat. Greekazo),Bonanza,single,60.0,0.814,0.744,4,-3.652,0.101,0.0622,7.21e-06,0.0742,0.739,128.05,Roc Boyz
Bones,Mercury - Acts 1 & 2,album,87.0,0.772,0.75,5,-3.67,0.0455,0.0201,0.0,0.074,0.587,114.061,Imagine Dragons
Bonjour,Bonjour,single,80.0,0.774,0.436,5,-10.792,0.0842,0.292,0.0,0.112,0.773,131.068,KayBlack
Bordi Dele Man,Bordi Dele Man,single,41.0,0.841,0.829,7,-4.075,0.19,0.55,8.47e-06,0.5,0.905,125.035,Ashkan Arab
Born to Run,Born To Run,album,74.0,0.27,0.944,4,-4.199,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,Bruce Springsteen
Boy's a Liar Pt. 2,Boy's a liar Pt. 2,single,96.0,0.696,0.809,5,-8.254,0.05,0.252,0.000128,0.248,0.857,132.962,PinkPantheress
Brasileira - From “TEAMBUILDING” The Movie,Brasileira (From “TEAMBUILDING” The Movie),single,54.0,0.895,0.607,7,-6.934,0.125,0.361,0.000145,0.22,0.725,100.034,Killa Fonic
Brazil,What Do You Think About the Car?,album,82.0,0.687,0.617,4,-5.213,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,Declan McKenna
Break a Broken Heart,Break a Broken Heart,single,75.0,0.432,0.736,3,-4.068,0.038,0.0643,0.0,0.191,0.426,129.667,Andrew Lambrou
Breaking My Heart,Breaking My Heart,single,64.0,0.591,0.75,2,-4.703,0.364,0.0519,0.0,0.102,0.572,194.151,Reiley
Breaking your heart,Breaking your heart,single,80.0,0.701,0.857,0,-4.667,0.0432,0.0337,8.83e-05,0.122,0.232,164.965,Apache 207
Breathless,Golden,album,24.0,0.445,0.633,7,-8.556,0.117,0.25,0.00333,0.107,0.502,104.972,Stefano Cilio
Bridges,Bridges,single,74.0,0.589,0.47,0,-5.243,0.0321,0.844,0.0,0.139,0.326,139.83,ALIKA
Bright Eyes,Bright Eyes,single,39.0,0.647,0.841,9,-4.87,0.0661,0.192,0.0,0.0596,0.726,123.908,RONDÉ
Bronza,Tur kaut kam ir jābūt,album,26.0,0.735,0.826,0,-4.635,0.126,0.0249,0.0,0.305,0.559,132.038,Prāta Vētra
Broski’s,Broski’s,single,70.0,0.912,0.666,8,-5.016,0.216,0.21,0.000123,0.0834,0.849,136.009,Frenna
Brune,Brune,single,49.0,0.84,0.646,2,-5.561,0.114,0.0739,0.0,0.0833,0.824,91.986,LAVAREDO
Brāl' Ar Dzīvi Nekaulē,Vidēji Glīts,album,43.0,0.714,0.81,4,-5.481,0.0448,0.217,0.0,0.148,0.883,115.035,Bermudu Divstūris
Bubu,Înainte de SL2,single,54.0,0.693,0.812,2,-5.434,0.035,0.00666,0.0,0.171,0.212,80.004,Ian
Bumsbar,Bumsbar,single,78.0,0.62,0.925,0,-3.15,0.0565,0.0322,0.0,0.141,0.407,139.947,Ikke Hüftgold
Burn the Bridge,UNFORGIVEN,album,59.0,0.532,0.76,2,-3.971,0.113,0.0418,1.02e-06,0.318,0.297,172.171,LE SSERAFIM
Burning Daylight,Burning Daylight,single,72.0,0.282,0.433,3,-8.538,0.0353,0.584,0.0,0.11,0.288,71.294,Mia Nicolai
Butakera,Butakera,single,76.0,0.871,0.563,1,-6.422,0.0618,0.56,0.0,0.0665,0.457,88.96,La Joaqui
Bvumbamirai,Gwara,album,32.0,0.764,0.666,0,-5.382,0.0359,0.463,0.0,0.0761,0.714,116.033,Jah Prayzah
Bye,Bye,single,76.0,0.782,0.812,0,-6.613,0.0469,0.567,0.00045,0.101,0.7,122.063,Peso Pluma
Bí bí og blaka,Vögguvísur,album,45.0,0.602,0.0242,0,-16.589,0.0426,0.952,0.0,0.105,0.29,96.834,Hafdís Huld
Bíum bíum bambaló,Vögguvísur,album,46.0,0.777,0.1,2,-14.009,0.0377,0.926,0.0,0.0947,0.641,99.979,Hafdís Huld
Búinn að gleyma þér..,PBT,single,37.0,0.592,0.733,0,-5.916,0.0606,0.272,1.33e-05,0.773,0.548,135.082,PATRi!K
Bật Tình Yêu Lên,Bật Tình Yêu Lên,single,65.0,0.778,0.649,0,-10.164,0.0386,0.503,0.00801,0.282,0.619,106.011,Tăng Duy Tân
C'est carré le S,En temps réel,album,76.0,0.867,0.723,0,-4.276,0.125,0.281,0.0,0.0934,0.872,135.033,Naps
CABARET,MDID,album,36.0,0.751,0.581,7,-7.261,0.105,0.555,0.000423,0.203,0.314,78.989,ProfJam
CAEN LAS ESTRELLAS,ALMA,album,69.0,0.739,0.787,10,-5.566,0.0633,0.18,0.0,0.0978,0.501,123.048,Nicki Nicole
CAIRO,MAÑANA SERÁ BONITO,album,83.0,0.957,0.677,5,-3.979,0.292,0.483,0.000438,0.0961,0.469,115.0,KAROL G
CALLEJERO FINO | DJ TAO Turreo Sessions #723,CALLEJERO FINO | DJ TAO Turreo Sessions #723,single,76.0,0.774,0.877,10,-4.054,0.0623,0.0304,0.0,0.429,0.648,92.997,DJ Tao
CARRERA,HARAGA,single,74.0,0.627,0.697,1,-5.871,0.334,0.0707,0.0,0.0848,0.365,129.194,HoodBlaq
CASA,CASA,single,65.0,0.459,0.463,4,-8.05,0.111,0.698,0.0,0.649,0.351,148.284,D.A.M.A
CASA VERDE,CASA VERDE,single,52.0,0.616,0.342,1,-15.377,0.434,0.339,0.0,0.289,0.805,99.667,BARBEL
CASTELLANO,Epikindinoi Polites,album,65.0,0.73,0.791,11,-11.003,0.148,0.253,0.0,0.225,0.685,146.926,Dani Gambino
CATWALK,CATWALK,single,64.0,0.905,0.506,8,-8.698,0.0792,0.061,0.313,0.629,0.793,130.017,C.Gambino
CC GIRL,BLESSED,album,62.0,0.634,0.239,10,-21.154,0.469,0.888,0.0,0.0906,0.0814,112.259,RICTA
